card_number,card_name,set_name
127,Tuk Tuk - Lively Partner,ursulas-return
128,A Pirate’s Life ,ursulas-return
129,Be King Undisputed ,ursulas-return
130,Brawl ,ursulas-return
131,Imperial Proclamation ,ursulas-return
132,Medallion Weights ,ursulas-return
133,The Plank ,ursulas-return
134,Vitalisphere ,ursulas-return
135,Snuggly Duckling - Disreputable Pub,ursulas-return
136,Training Grounds - Impossible Pillar171 Aladdin - Brave Rescuer,ursulas-return
172,Aladdin - Resolute Swordsman,ursulas-return
173,Arges - The Cyclops,ursulas-return
174,Ariel - Determined Mermaid,ursulas-return
175,Ariel - Sonic Warrior,ursulas-return
176,Beast - Thick-Skinned,ursulas-return
177,Chi-Fu - Imperial Advisor,ursulas-return
178,Chien-Po - Imperial Soldier,ursulas-return
179,Donald Duck - Buccaneer,ursulas-return
180,Hercules - Beloved Hero,ursulas-return
181,LeFou - Opportunistic Flunky,ursulas-return
182,Li Shang - Imperial Captain,ursulas-return
183,Ling - Imperial Soldier,ursulas-return
184,Luisa Madrigal - Rock of the Family,ursulas-return
185,Magic Broom - Aerial Cleaner,ursulas-return
186,Magic Broom - Brigade Commander,ursulas-return
187,Mickey Mouse - Playful Sorcerer,ursulas-return
188,Mickey Mouse - Standard Bearer,ursulas-return
189,Mulan - Armored Fighter,ursulas-return
190,Philoctetes - No-Nonsense Instructor,ursulas-return
191,Piglet - Sturdy Swordsman,ursulas-return
192,Rajah - Royal Protector,ursulas-return
193,Raya - Unstoppable Force,ursulas-return
194,Yao - Imperial Soldier,ursulas-return
195,Avalanche ,ursulas-return
196,"I Find ’Em, I Flatten ’Em ",ursulas-return
197,One Last Hope ,ursulas-return
198,The Mob Song  ,ursulas-return
199,Triton's Decree ,ursulas-return
200,Fortisphere ,ursulas-return
201,Imperial Bow ,ursulas-return
202,RLS Legacy's Cannon ,ursulas-return
203,The Wall - Border Fortress,ursulas-return
204,Thebes - The Big Olive137 Anna - Braving the Storm,ursulas-return
138,Anna - True-Hearted,ursulas-return
139,Ariel - Treasure Collector,ursulas-return
140,Aurora - Lore Guardian,ursulas-return
141,Aurora - Tranquil Princess,ursulas-return
142,Dang Hu - Talon Chief,ursulas-return
143,Fa Li - Mulan’s Mother,ursulas-return
144,Flounder - Collector’s Companion,ursulas-return
145,Hades - Meticulous Plotter,ursulas-return
146,Hans - Noble Scoundrel,ursulas-return
147,Iduna - Caring Mother,ursulas-return
148,John Silver - Terror of the Realm,ursulas-return
149,Olaf - Carrot Enthusiast,ursulas-return
150,Olaf - Trusting Companion,ursulas-return
151,Pascal - Inquisitive Pet,ursulas-return
152,Prince Phillip - Gallant Defender,ursulas-return
153,Rapunzel - Appreciative Artist,ursulas-return
154,Scuttle - Expert on Humans,ursulas-return
155,Sisu - Wise Friend,ursulas-return
156,The Queen - Diviner,ursulas-return
157,Transformed Chef - Castle Stove,ursulas-return
158,Triton - Champion of Atlantica,ursulas-return
159,Triton - Discerning King,ursulas-return
160,Triton - Young Prince,ursulas-return
161,Tuk Tuk - Curious Partner,ursulas-return
162,Dig a Little Deeper ,ursulas-return
163,Glean ,ursulas-return
164,Seldom All They Seem ,ursulas-return
165,Treasures Untold ,ursulas-return
166,Field of Ice ,ursulas-return
167,Great Stone Dragon ,ursulas-return
168,Ice Block ,ursulas-return
169,Ariel’s Grotto - A Secret Place,ursulas-return
170,Winter Camp - Medical TentTOTAL TOTAL TOTAL,ursulas-return
