card_number,card_name,set_name
175,Helga Sinclair - Right-Hand Woman,into-the-inklands
176,John Silver - Greedy Treasure Seeker,into-the-inklands
177,Kida - Royal Warrior,into-the-inklands
178,Little John - Resourceful Outlaw,into-the-inklands
179,Little John - Robin's Pal,into-the-inklands
180,Lythos - Rock Titan,into-the-inklands
181,Mickey Mouse - Stalwart Explorer,into-the-inklands
182,Mickey Mouse - Trumpeter,into-the-inklands
183,Minnie Mouse - Funky Spelunker,into-the-inklands
184,Mr. Smee - Bumbling Mate,into-the-inklands
185,Mufasa - Champion of the Pride Lands,into-the-inklands
186,Nala - Fierce Friend,into-the-inklands
187,Pyros - Lava Titan,into-the-inklands
188,Razoul - Palace Guard,into-the-inklands
189,Robin Hood - Beloved Outlaw,into-the-inklands
190,Robin Hood - Champion of Sherwood,into-the-inklands
191,Sheriff of Nottingham - Corrupt Official,into-the-inklands
192,Simba - Fighting Prince,into-the-inklands
193,Simba - Rightful King,into-the-inklands
194,Thaddeus E. Klang - Metallic Leader,into-the-inklands
195,And Then Along Came Zeus,into-the-inklands
196,Ba-Boom!,into-the-inklands
197,Olympus Would Be That Way,into-the-inklands
198,Rise of the Titans,into-the-inklands
199,Captain Hook's Rapier,into-the-inklands
200,Gizmosuit,into-the-inklands
201,Map of Treasure Planet,into-the-inklands
202,Maui's Place of Exile - Hidden Island,into-the-inklands
203,Nottingham  - Prince John's Castle,into-the-inklands
204,The Bayou - Mysterious Swamp137 Audrey Ramirez - The Engineer,into-the-inklands
138,Captain Amelia - First in Command,into-the-inklands
139,Dewey - Showy Nephew,into-the-inklands
140,Flintheart Glomgold - Lone Cheater,into-the-inklands
141,Genie - Cramped in the Lamp,into-the-inklands
142,Gramma Tala - Keeper of Ancient Stories,into-the-inklands
143,Gramma Tala - Spirit of the Ocean,into-the-inklands
144,Gyro Gearloose - Gadget Whiz,into-the-inklands
145,Huey - Savvy Nephew,into-the-inklands
146,King Louie - Bandleader,into-the-inklands
147,Kit Cloudkicker - Navigator,into-the-inklands
148,Kit Cloudkicker - Spunky Bear Cub,into-the-inklands
149,Louie - Chill Nephew,into-the-inklands
150,Maid Marian - Delightful Dreamer,into-the-inklands
151,Mama Odie - Mystical Maven,into-the-inklands
152,Pluto - Mickey's Clever Friend,into-the-inklands
153,Rufus - Orphanage Cat,into-the-inklands
154,Scrooge McDuck - Richest Duck in the World,into-the-inklands
155,Scrooge McDuck - Uncle Moneybags,into-the-inklands
156,The Queen - Mirror Seeker,into-the-inklands
157,Tinker Bell - Very Clever Fairy,into-the-inklands
158,Wendy Darling - Authority on Peter Pan,into-the-inklands
159,Distract,into-the-inklands
160,Friend Like Me,into-the-inklands
161,How Far I'll Go,into-the-inklands
162,Repair,into-the-inklands
163,Aurelian Gyrosensor,into-the-inklands
164,Heart of Te Fiti,into-the-inklands
165,Lucky Dime,into-the-inklands
166,Scrooge's Top Hat,into-the-inklands
167,Vault Door,into-the-inklands
168,Belle's House - Maurice's Workshop,into-the-inklands
169,McDuck Manor - Scrooge's Mansion,into-the-inklands
170,Motunui - Island Paradise,into-the-inklands
