id,name,version,layout,released_at,image_uris,cost,inkwell,ink,type,classifications,text,keywords,move_cost,strength,willpower,lore,rarity,illustrators,collector_number,lang,flavor_text,tcgplayer_id,legalities,set,prices
crd_7bea75aa713d410a9be82d9e82ace333,Happy,Good-Natured,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_7bea75aa713d410a9be82d9e82ace333.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_7bea75aa713d410a9be82d9e82ace333.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_7bea75aa713d410a9be82d9e82ace333.avif?1709690747'}}",5,True,Amber,['Character'],"['Storyborn', 'Ally', 'Seven Dwarfs']","Support (Whenever this character quests, you may add their {S} to another chosen character's {S} this turn.)",['Support'],,3.0,5.0,2.0,Common,['Kendall Hale'],11,en,You couldn't pick a better friend.,526383,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '0.06', 'usd_foil': '0.16'}"
crd_5a9c44f3e0884493b853e0a1c8b1fca6,King Louie,Jungle VIP,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_5a9c44f3e0884493b853e0a1c8b1fca6.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_5a9c44f3e0884493b853e0a1c8b1fca6.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_5a9c44f3e0884493b853e0a1c8b1fca6.avif?1709690747'}}",7,True,Amber,['Character'],"['Storyborn', 'King']","LAY IT ON THE LINE Whenever another character is banished, you may remove up to 2 damage from this character.",[],,3.0,8.0,2.0,Super_rare,['Hadjie Joos'],12,en,"""Cool it, boy. Unwind yourself.""",527613,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '0.14', 'usd_foil': '0.57'}"
crd_e32380ac2e3f4e69b385cad4b3c3df11,Mickey Mouse,Friendly Face,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_e32380ac2e3f4e69b385cad4b3c3df11.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_e32380ac2e3f4e69b385cad4b3c3df11.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_e32380ac2e3f4e69b385cad4b3c3df11.avif?1709690747'}}",6,True,Amber,['Character'],"['Storyborn', 'Hero']","GLAD YOU'RE HERE! Whenever this character quests, you pay 3 {I} less for the next character you play this turn.",[],,1.0,6.0,3.0,Super_rare,['Veronica Di Lorenzo / Livio Cacciatore'],13,en,"""Come on in—there's lots to explore.""",516384,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '0.22', 'usd_foil': '0.85'}"
crd_00dc125290b34527b59cec4901ec94f9,Mufasa,Betrayed Leader,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_00dc125290b34527b59cec4901ec94f9.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_00dc125290b34527b59cec4901ec94f9.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_00dc125290b34527b59cec4901ec94f9.avif?1709690747'}}",5,True,Amber,['Character'],"['Storyborn', 'Mentor', 'King']","THE SUN WILL SET When this character is banished, you may reveal the top card of your deck. If it's a character card, you may play that character for free and they enter play exerted. Otherwise, put it on the top of your deck.",[],,3.0,3.0,2.0,Legendary,['Stefano Zanchi'],14,en,,527263,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '9.78', 'usd_foil': '26.96'}"
crd_ba402a6eed1344f8832f0032b3fed4dc,Mulan,Free Spirit,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_ba402a6eed1344f8832f0032b3fed4dc.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_ba402a6eed1344f8832f0032b3fed4dc.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_ba402a6eed1344f8832f0032b3fed4dc.avif?1709690747'}}",3,True,Amber,['Character'],"['Dreamborn', 'Hero', 'Princess']","Support (Whenever this character quests, you may add their {S} to another chosen character's {S} this turn.)",['Support'],,2.0,3.0,2.0,Common,['Amber Kommavongsa'],15,en,Everything looks better when you're free to be yourself.,527715,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '0.05', 'usd_foil': '0.21'}"
crd_f04fa097a7234ecb95ea7eeea70c9c39,Mulan,Reflecting,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_f04fa097a7234ecb95ea7eeea70c9c39.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_f04fa097a7234ecb95ea7eeea70c9c39.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_f04fa097a7234ecb95ea7eeea70c9c39.avif?1709690747'}}",4,True,Amber,['Character'],"['Floodborn', 'Hero', 'Princess']","Shift 2 (You may pay 2 {I} to play this on top of one of your characters named Mulan.)
HONOR TO THE ANCESTORS Whenever this character quests, you may reveal the top card of your deck. If it's a song card, you may play it for free. Otherwise, put it on the top of your deck.",['Shift'],,3.0,3.0,2.0,Rare,['Lissette Carrera'],16,en,,525083,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '0.27', 'usd_foil': '0.97'}"
crd_2efc304326314401b518565ccfc8f238,Nana,Darling Family Pet,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_2efc304326314401b518565ccfc8f238.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_2efc304326314401b518565ccfc8f238.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_2efc304326314401b518565ccfc8f238.avif?1709690747'}}",2,True,Amber,['Character'],"['Storyborn', 'Ally']","NURSEMAID Whenever you play a Floodborn character, you may remove all damage from chosen character.",[],,1.0,3.0,1.0,Uncommon,['Filipe Laurentino'],17,en,Children are a dog's best friend.,527718,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '0.11', 'usd_foil': '0.28'}"
crd_9eba1ff8237f48d9aa89b725e90e2fb4,Piglet,Very Small Animal,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_9eba1ff8237f48d9aa89b725e90e2fb4.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_9eba1ff8237f48d9aa89b725e90e2fb4.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_9eba1ff8237f48d9aa89b725e90e2fb4.avif?1709690747'}}",3,True,Amber,['Character'],"['Storyborn', 'Ally']",,[],,2.0,4.0,2.0,Common,['Kiersten Hale'],18,en,"For a very small animal, he has an awfully big heart.",527720,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '0.09', 'usd_foil': '0.22'}"
crd_a324c0fddfab4d7681efcf47adae3c6d,Rapunzel,Gifted Artist,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_a324c0fddfab4d7681efcf47adae3c6d.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_a324c0fddfab4d7681efcf47adae3c6d.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_a324c0fddfab4d7681efcf47adae3c6d.avif?1709690747'}}",5,True,Amber,['Character'],"['Floodborn', 'Hero', 'Princess']","Shift 3 (You may pay 3 {I} to play this on top of one of your characters named Rapunzel.)
LET YOUR POWER SHINE Whenever you remove 1 or more damage from one of your characters, you may draw a card.",['Shift'],,0.0,6.0,2.0,Uncommon,['Aubrey Archer'],19,en,,525089,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '0.19', 'usd_foil': '0.52'}"
crd_003d1c2326544b7493e1641770d22b0a,Rapunzel,Sunshine,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_003d1c2326544b7493e1641770d22b0a.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_003d1c2326544b7493e1641770d22b0a.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_003d1c2326544b7493e1641770d22b0a.avif?1709690747'}}",2,True,Amber,['Character'],"['Dreamborn', 'Hero', 'Princess']",MAGIC HAIR {E} — Remove up to 2 damage from chosen character.,[],,1.0,4.0,1.0,Common,['Aubrey Archer'],20,en,"""We can all make the world a little brighter in our own way.""",527531,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '0.07', 'usd_foil': '0.27'}"
crd_02c9d135c9774d4ca1cd3a70c62cd9f1,Sleepy,Nodding Off,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_02c9d135c9774d4ca1cd3a70c62cd9f1.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_02c9d135c9774d4ca1cd3a70c62cd9f1.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_02c9d135c9774d4ca1cd3a70c62cd9f1.avif?1709690747'}}",2,True,Amber,['Character'],"['Storyborn', 'Ally', 'Seven Dwarfs']",YAWN! This character enters play exerted.,[],,2.0,3.0,2.0,Common,['Kendall Hale'],21,en,He never gets tired of naps.,526366,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '0.06', 'usd_foil': '0.22'}"
crd_e7b04611dd234fc7a07b0e48c2811fd2,Sneezy,Very Allergic,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_e7b04611dd234fc7a07b0e48c2811fd2.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_e7b04611dd234fc7a07b0e48c2811fd2.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_e7b04611dd234fc7a07b0e48c2811fd2.avif?1709690747'}}",2,True,Amber,['Character'],"['Storyborn', 'Ally', 'Seven Dwarfs']","AH-CHOO! Whenever you play this character or another Seven Dwarfs character, you may give chosen character -1 {S} this turn.",[],,1.0,4.0,1.0,Common,['Kendall Hale'],22,en,Look out! He's gonna blow!,526375,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '0.04', 'usd_foil': '0.25'}"
crd_abb29b66e814454ab886f18985102a9d,Snow White,Lost in the Forest,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_abb29b66e814454ab886f18985102a9d.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_abb29b66e814454ab886f18985102a9d.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_abb29b66e814454ab886f18985102a9d.avif?1709690747'}}",2,True,Amber,['Character'],"['Storyborn', 'Hero', 'Princess']","I WON'T HURT YOU When you play this character, you may remove up to 2 damage from chosen character.",[],,2.0,3.0,1.0,Common,['LadyShalirin'],23,en,"""Why, you're all alone, just like me.""",527721,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '0.07', 'usd_foil': '0.23'}"
crd_a40dcfcf0f944762a1b3f31d9a322c9a,Snow White,Unexpected Houseguest,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_a40dcfcf0f944762a1b3f31d9a322c9a.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_a40dcfcf0f944762a1b3f31d9a322c9a.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_a40dcfcf0f944762a1b3f31d9a322c9a.avif?1709690747'}}",2,False,Amber,['Character'],"['Storyborn', 'Hero', 'Princess']",HOW DO YOU DO? You pay 1 {I} less to play Seven Dwarfs characters.,[],,1.0,2.0,1.0,Uncommon,['Samanta Erdini'],24,en,"""Nothing says 'hello' better than a fresh-baked pie.""",526378,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '0.19', 'usd_foil': '0.6'}"
crd_d93d338ebe6c4e2dbbfb72a3059dcbc3,Snow White,Well Wisher,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_d93d338ebe6c4e2dbbfb72a3059dcbc3.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_d93d338ebe6c4e2dbbfb72a3059dcbc3.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_d93d338ebe6c4e2dbbfb72a3059dcbc3.avif?1709690747'}}",6,False,Amber,['Character'],"['Floodborn', 'Hero', 'Princess']","Shift 4 (You may pay 4 {I} to play this on top of one of your characters named Snow White.)
WISHES COME TRUE Whenever this character quests, you may return a character card from your discard to your hand.",['Shift'],,3.0,5.0,2.0,Legendary,['Javi Salas'],25,en,,527723,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '2.72', 'usd_foil': '10.64'}"
crd_fe74bbe0dddc45fc8ecb07ba325f1e69,The Queen,Commanding Presence,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_fe74bbe0dddc45fc8ecb07ba325f1e69.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_fe74bbe0dddc45fc8ecb07ba325f1e69.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_fe74bbe0dddc45fc8ecb07ba325f1e69.avif?1709690747'}}",5,True,Amber,['Character'],"['Floodborn', 'Villain', 'Queen']","Shift 2 (You may pay 2 {I} to play this on top of one of your characters named The Queen.)
WHO IS THE FAIREST? Whenever this character quests, chosen opposing character gets -4 {S} this turn and chosen character gets +4 {S} this turn.",['Shift'],,4.0,3.0,2.0,Super_rare,['Matthew Robert Davies / LadyShalirin'],26,en,,516386,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '0.7', 'usd_foil': '0.71'}"
crd_068db63a90ad43afa91b940fbb546575,The Queen,Regal Monarch,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_068db63a90ad43afa91b940fbb546575.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_068db63a90ad43afa91b940fbb546575.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_068db63a90ad43afa91b940fbb546575.avif?1709690747'}}",1,True,Amber,['Character'],"['Storyborn', 'Villain', 'Queen']",,[],,2.0,2.0,1.0,Common,['Eva Widermann'],27,en,"Don't question her. Don't doubt her. And above all, don't disobey her.",527724,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '0.09', 'usd_foil': '0.87'}"
crd_7672e43ea7ac4d9a8a51e463a77b6358,Hold Still,,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_7672e43ea7ac4d9a8a51e463a77b6358.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_7672e43ea7ac4d9a8a51e463a77b6358.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_7672e43ea7ac4d9a8a51e463a77b6358.avif?1709690747'}}",2,True,Amber,['Action'],,Remove up to 4 damage from chosen character.,[],,,,,Common,['Connie Kang / Jackie Droujko'],28,en,"""This might sting a little.""",527726,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '0.08', 'usd_foil': '0.18'}"
crd_a7f5bdc867ac4e5da287d746420e7448,Last Stand,,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_a7f5bdc867ac4e5da287d746420e7448.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_a7f5bdc867ac4e5da287d746420e7448.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_a7f5bdc867ac4e5da287d746420e7448.avif?1709690747'}}",2,False,Amber,['Action'],,Banish chosen character who was challenged this turn.,[],,,,,Uncommon,['Aisha Durmagambetova'],29,en,"""Let's finish this, binturi.""
—Namaari",520861,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '0.08', 'usd_foil': '0.3'}"
crd_5ed0be30062e4fa9a32f4edb4e53c47c,Painting the Roses Red,,normal,2023-11-17,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_5ed0be30062e4fa9a32f4edb4e53c47c.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_5ed0be30062e4fa9a32f4edb4e53c47c.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_5ed0be30062e4fa9a32f4edb4e53c47c.avif?1709690747'}}",2,True,Amber,"['Action', 'Song']",,"(A character with cost 2 or more can {E} to sing this song for free.)
Up to 2 chosen characters get -1 {S} this turn. Draw a card.",[],,,,,Common,['Matt Chapman'],30,en,,527240,{'core': 'legal'},"{'id': 'set_142d2dfb5d4b4b739a1017dc4bb0fcd2', 'code': '2', 'name': 'Rise of the Floodborn'}","{'usd': '0.05', 'usd_foil': '0.22'}"
