id,name,version,layout,released_at,image_uris,cost,inkwell,ink,type,classifications,text,keywords,move_cost,strength,willpower,lore,rarity,illustrators,collector_number,lang,flavor_text,tcgplayer_id,legalities,set,prices
crd_5976c98ec3d145c686c0c1d5042a8ca2,Chief Bogo,Gazelle Fan,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_5976c98ec3d145c686c0c1d5042a8ca2.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_5976c98ec3d145c686c0c1d5042a8ca2.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_5976c98ec3d145c686c0c1d5042a8ca2.avif?1730901319'}}",4,True,Amber,['Character'],['Storyborn'],"YOU LIKE GAZELLE TOO? While you have a character named Gazelle in play, this character gains Singer 6. (He counts as cost 6 to sing songs.)",[],,4.0,4.0,1.0,Common,['Cristian Romero'],11,en,,593000,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '0.03', 'usd_foil': '0.21'}"
crd_68660de4a81d4426acdb185e3ff4813a,Chip,Ranger Leader,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_68660de4a81d4426acdb185e3ff4813a.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_68660de4a81d4426acdb185e3ff4813a.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_68660de4a81d4426acdb185e3ff4813a.avif?1730901319'}}",4,True,Amber,['Character'],"['Storyborn', 'Hero']","THE VALUE OF FRIENDSHIP While you have a character named Dale in play, this character gains Support. (Whenever they quest, you may add their {S} to another chosen character's {S} this turn.)",[],,3.0,4.0,2.0,Uncommon,['French Carlomagno'],12,en,,578169,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '0.1', 'usd_foil': '0.25'}"
crd_f20ba045e5754b24b0c431115ab83dd8,Monterey Jack,Good-Hearted Ranger,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_f20ba045e5754b24b0c431115ab83dd8.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_f20ba045e5754b24b0c431115ab83dd8.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_f20ba045e5754b24b0c431115ab83dd8.avif?1730901319'}}",4,True,Amber,['Character'],"['Storyborn', 'Ally']",,[],,0.0,7.0,2.0,Rare,['Simone Buonfantino'],13,en,"""There's only one thing I like more than cheese—nothin'.""",591996,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '0.15', 'usd_foil': '0.24'}"
crd_b0c8c37c12834fa1b2b7d831b172ff0c,Chip 'n' Dale,Recovery Rangers,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_b0c8c37c12834fa1b2b7d831b172ff0c.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_b0c8c37c12834fa1b2b7d831b172ff0c.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_b0c8c37c12834fa1b2b7d831b172ff0c.avif?1730901319'}}",8,False,Amber,['Character'],"['Floodborn', 'Hero']","Shift 5 (You may pay 5 {I} to play this on top of one of your characters named Chip or Dale.)
(This character counts as being named both Chip and Dale.)
SEARCH AND RESCUE During your turn, whenever a card is put into your inkwell, you may return a character card from your discard to your hand.",['Shift'],,6.0,6.0,3.0,Rare,['Louis Jones'],14,en,,582544,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '0.17', 'usd_foil': '0.78'}"
crd_17a352bad7df43d2bfd36a9c2c475c6c,Judy Hopps,Resourceful Rabbit,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_17a352bad7df43d2bfd36a9c2c475c6c.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_17a352bad7df43d2bfd36a9c2c475c6c.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_17a352bad7df43d2bfd36a9c2c475c6c.avif?1730901319'}}",6,True,Amber,['Character'],"['Storyborn', 'Hero']","Support (Whenever this character quests, you may add their {S} to another chosen character's {S} this turn.)

NEED SOME HELP? At the end of your turn, you may ready another chosen character of yours.",['Support'],,3.0,6.0,2.0,Rare,['Lauren Barger'],15,en,,579923,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '0.24', 'usd_foil': '0.52'}"
crd_c01f3a4124be48dbb77aaa45281e74ba,Tiana,Restaurant Owner,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_c01f3a4124be48dbb77aaa45281e74ba.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_c01f3a4124be48dbb77aaa45281e74ba.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_c01f3a4124be48dbb77aaa45281e74ba.avif?1730901319'}}",3,False,Amber,['Character'],"['Storyborn', 'Hero', 'Princess']","SPECIAL RESERVATION Whenever a character of yours is challenged while this character is exerted, the challenging character gets -3 {S} this turn unless their player pays 3 {I}.",[],,1.0,4.0,2.0,Legendary,['Marine Josephine'],16,en,"""The only way to get what you want in this world is through hard work.""",588155,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '7.98', 'usd_foil': '14.38'}"
crd_07af0c79c9fe46728b147454f273deac,Grand Councilwoman,Federation Leader,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_07af0c79c9fe46728b147454f273deac.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_07af0c79c9fe46728b147454f273deac.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_07af0c79c9fe46728b147454f273deac.avif?1730901319'}}",2,True,Amber,['Character'],"['Storyborn', 'Alien']","FIND IT! Whenever this character quests, your other Alien characters get +1 {L} this turn.",[],,1.0,3.0,1.0,Uncommon,['Aisha Durmagambetova'],17,en,"""I want an expert on this planet in here now!""",587757,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '0.1', 'usd_foil': '0.24'}"
crd_a0d0572121974dd1afc318bb0fd0907e,Dale,Mischievous Ranger,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_a0d0572121974dd1afc318bb0fd0907e.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_a0d0572121974dd1afc318bb0fd0907e.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_a0d0572121974dd1afc318bb0fd0907e.avif?1730901319'}}",4,True,Amber,['Character'],"['Storyborn', 'Hero']","NUTS ABOUT PRANKS When you play this character, you may put the top 3 cards of your deck into your discard to give chosen character -3 {S} until the start of your next turn.",[],,3.0,4.0,1.0,Uncommon,['Rosa la Barbera / Livio Cacciatore'],18,en,,578170,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '0.1', 'usd_foil': '0.26'}"
crd_43a7721fdfb145f8a5216c85da2c77ec,Nani,Caring Sister,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_43a7721fdfb145f8a5216c85da2c77ec.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_43a7721fdfb145f8a5216c85da2c77ec.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_43a7721fdfb145f8a5216c85da2c77ec.avif?1730901319'}}",5,True,Amber,['Character'],"['Storyborn', 'Hero']","Support (Whenever this character quests, you may add their {S} to another chosen character’s {S} this turn.)
I AM SO SORRY 2 {I} - Chosen character gets -1 {S} until the start of your next turn.",['Support'],,3.0,5.0,2.0,Rare,['Carmine Pucci'],19,en,,592005,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '0.14', 'usd_foil': '0.78'}"
crd_a94b5e02de4a43bdba60303fffe3d20f,Simba,Pride Protector,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_a94b5e02de4a43bdba60303fffe3d20f.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_a94b5e02de4a43bdba60303fffe3d20f.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_a94b5e02de4a43bdba60303fffe3d20f.avif?1730901319'}}",5,False,Amber,['Character'],"['Floodborn', 'Hero', 'Prince']","Shift 3 (You may pay 3 {I} to play this on top of one of your characters named Simba.)
UNDERSTAND THE BALANCE At the end of your turn, if this character is exerted, you may ready your other characters.",['Shift'],,4.0,4.0,2.0,Legendary,['Kendall Hale'],20,en,,591991,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '14.12', 'usd_foil': '28.65'}"
crd_4557d5bc41de40728df0ebbbdce4787f,Kanga,Nurturing Mother,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_4557d5bc41de40728df0ebbbdce4787f.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_4557d5bc41de40728df0ebbbdce4787f.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_4557d5bc41de40728df0ebbbdce4787f.avif?1730901319'}}",3,False,Amber,['Character'],"['Storyborn', 'Ally']","SAFE AND SOUND Whenever this character quests, choose a character of yours and that character can't be challenged until the start of your next turn.",[],,2.0,4.0,1.0,Rare,['Gianluca Barone'],21,en,"""My, you've had an awfully big adventure. Now it's time to rest.""",593019,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '0.12', 'usd_foil': '0.58'}"
crd_6656edfc61dd4cc0846fee37f6c8e7b9,Rabbit,Indignant Pirate,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_6656edfc61dd4cc0846fee37f6c8e7b9.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_6656edfc61dd4cc0846fee37f6c8e7b9.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_6656edfc61dd4cc0846fee37f6c8e7b9.avif?1730901319'}}",1,True,Amber,['Character'],"['Dreamborn', 'Ally', 'Pirate']","BE MORE CAREFUL When you play this character, you may remove up to 1 damage from chosen character.",[],,1.0,2.0,1.0,Common,['Samoldstoree'],22,en,"""See? I told you it was dangerous out there!""",587238,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '0.06', 'usd_foil': '0.14'}"
crd_8497d60197bd451c91b4c2468f85b156,Roo,Littlest Pirate,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_8497d60197bd451c91b4c2468f85b156.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_8497d60197bd451c91b4c2468f85b156.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_8497d60197bd451c91b4c2468f85b156.avif?1730901319'}}",2,True,Amber,['Character'],"['Dreamborn', 'Ally', 'Pirate']","I'M A PIRATE TOO! When you play this character, you may give chosen character -2 {S} until the start of your next turn.",[],,1.0,2.0,1.0,Common,['Gianluca Barone'],23,en,"""Look at all my ships, mama! We're going on the Azurite Sea!""",587967,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '0.07', 'usd_foil': '0.17'}"
crd_19217586b3924276aa8996d318f83139,Mr. Litwak,Arcade Owner,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_19217586b3924276aa8996d318f83139.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_19217586b3924276aa8996d318f83139.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_19217586b3924276aa8996d318f83139.avif?1730901319'}}",3,True,Amber,['Character'],['Storyborn'],"THE GANG'S ALL HERE Once during your turn, whenever you play another character, you may ready this character. He can’t quest or challenge for the rest of this turn.",[],,2.0,3.0,1.0,Common,['Amanda Duarte / Julio Cesar'],24,en,"""Come on in. Good to see you.""",593030,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '0.04', 'usd_foil': '0.15'}"
crd_5de4864e187a4039b3e47b6ada93b801,Jim Hawkins,Honorable Pirate,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_5de4864e187a4039b3e47b6ada93b801.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_5de4864e187a4039b3e47b6ada93b801.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_5de4864e187a4039b3e47b6ada93b801.avif?1730901319'}}",7,True,Amber,['Character'],"['Dreamborn', 'Hero', 'Pirate', 'Captain']","Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)
HIRE A CREW When you play this character, look at the top 4 cards of your deck. You may reveal any number of Pirate character cards and put them into your hand. Put the rest on the bottom of your deck in any order.",['Bodyguard'],,4.0,7.0,2.0,Super_rare,['Marcel Berg'],25,en,,578171,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '0.19', 'usd_foil': '0.72'}"
crd_91292f4ca0684baf9ed9715bf7caa07a,Stitch,Little Trickster,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_91292f4ca0684baf9ed9715bf7caa07a.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_91292f4ca0684baf9ed9715bf7caa07a.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_91292f4ca0684baf9ed9715bf7caa07a.avif?1730901319'}}",2,True,Emerald,['Character'],"['Storyborn', 'Hero', 'Alien']",NEED A HAND? 1 {I} - This character gets +1 {S} this turn.,[],,1.0,3.0,1.0,Common,['César Vergara'],26,en,Always ready in an emergency—usually because he caused it.,592007,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '0.08', 'usd_foil': '0.3'}"
crd_a9d39ce276fd4f1b9435d1bb1d09559c,Good Job!,,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_a9d39ce276fd4f1b9435d1bb1d09559c.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_a9d39ce276fd4f1b9435d1bb1d09559c.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_a9d39ce276fd4f1b9435d1bb1d09559c.avif?1730901319'}}",1,True,Amber,['Action'],,Chosen character gets +1 {L} this turn.,[],,,,,Common,['Carlos Gomes Cabral'],27,en,"""Be proud of that badge. You earned it.""
—Judy Hopps",591977,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '0.08', 'usd_foil': '0.2'}"
crd_128b29d2aef043efb62b2fb63189c4ca,I Won't Give In,,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_128b29d2aef043efb62b2fb63189c4ca.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_128b29d2aef043efb62b2fb63189c4ca.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_128b29d2aef043efb62b2fb63189c4ca.avif?1730901319'}}",2,True,Amber,"['Action', 'Song']",,"(A character with cost 2 or more can {E} to sing this song for free.)
Return a character card with cost 2 or less from your discard to your hand.",[],,,,,Common,['Natalia Trykowska'],28,en,"'Til I reach the end, and then I'll start again",588087,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '0.08', 'usd_foil': '0.19'}"
crd_be7a93b4b99b4a8b9da63fd956fa3c86,Rescue Rangers Away!,,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_be7a93b4b99b4a8b9da63fd956fa3c86.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_be7a93b4b99b4a8b9da63fd956fa3c86.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_be7a93b4b99b4a8b9da63fd956fa3c86.avif?1730901319'}}",2,True,Amber,['Action'],,Count the number of characters you have in play. Chosen character loses {S} equal to that number until the start of your next turn.,[],,,,,Uncommon,['Mariana Moreno'],29,en,,578172,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '0.08', 'usd_foil': '0.27'}"
crd_cf72db3ded534d7086fb4ead70250f95,Safe and Sound,,normal,2024-11-15,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_cf72db3ded534d7086fb4ead70250f95.avif?1730901319', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_cf72db3ded534d7086fb4ead70250f95.avif?1730901319', 'large': 'https://cards.lorcast.io/card/digital/large/crd_cf72db3ded534d7086fb4ead70250f95.avif?1730901319'}}",2,False,Amber,['Action'],,Chosen character of yours can’t be challenged until the start of your next turn.,[],,,,,Rare,['Simone Tentoni'],30,en,"""Here I am, mama!""",593041,{'core': 'not_legal'},"{'id': 'set_0df34ab314e04a479ef3538fd6c3e4e1', 'code': '6', 'name': 'Azurite Sea'}","{'usd': '0.14', 'usd_foil': '0.41'}"
