id,name,version,layout,released_at,image_uris,cost,inkwell,ink,type,classifications,text,keywords,move_cost,strength,willpower,lore,rarity,illustrators,collector_number,lang,flavor_text,tcgplayer_id,legalities,set,prices
crd_e81b8a65eb1f4006a70ca1cc89adc3b2,Mickey Mouse,Musketeer,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_e81b8a65eb1f4006a70ca1cc89adc3b2.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_e81b8a65eb1f4006a70ca1cc89adc3b2.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_e81b8a65eb1f4006a70ca1cc89adc3b2.avif?1728609660'}}",6,True,Steel,['Character'],"['Dreamborn', 'Hero', 'Musketeer']","Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)
ALL FOR ONE Your other Musketeer characters get +1 {S}.",['Bodyguard'],,2.0,7.0,2.0,Promo,['Jochem Van Gool'],11,en,,510149,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_ca9423d0bba546db977330274d8928ff,Goofy,Musketeer,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_ca9423d0bba546db977330274d8928ff.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_ca9423d0bba546db977330274d8928ff.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_ca9423d0bba546db977330274d8928ff.avif?1728609660'}}",5,True,Amber,['Character'],"['Dreamborn', 'Hero', 'Musketeer']","Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)
AND TWO FOR TEA! When you play this character, you may remove up to 2 damage from each of your Musketeer characters.",['Bodyguard'],,3.0,6.0,1.0,Promo,['Jochem Van Gool'],12,en,"""En gawrsh!""",501777,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_9bfdd01bee6045f2b694a2b280e834ec,Donald Duck,Musketeer,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_9bfdd01bee6045f2b694a2b280e834ec.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_9bfdd01bee6045f2b694a2b280e834ec.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_9bfdd01bee6045f2b694a2b280e834ec.avif?1728609660'}}",4,True,Steel,['Character'],"['Dreamborn', 'Hero', 'Musketeer']","Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)
STAY ALERT! During your turn, your Musketeer characters gain Evasive. (They can challenge characters with Evasive.)",['Bodyguard'],,2.0,5.0,1.0,Promo,['Dav Augereau'],13,en,,518895,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_4ca99dff350049e6a2a72a72b595d33f,Cinderella,Knight in Training,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_4ca99dff350049e6a2a72a72b595d33f.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_4ca99dff350049e6a2a72a72b595d33f.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_4ca99dff350049e6a2a72a72b595d33f.avif?1728609660'}}",2,True,Steel,['Character'],"['Dreamborn', 'Hero', 'Princess', 'Knight']","HAVE COURAGE When you play this character, you may draw a card, then choose and discard a card.",[],,2.0,2.0,1.0,Promo,['Grace Tran'],14,en,"She's always had the heart of a champion—now she'll have the skills, too.",518408,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_c0112540b6764a02a42944c0434d87ae,Bucky,Squirrel Squeak Tutor,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_c0112540b6764a02a42944c0434d87ae.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_c0112540b6764a02a42944c0434d87ae.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_c0112540b6764a02a42944c0434d87ae.avif?1728609660'}}",3,True,Emerald,['Character'],"['Storyborn', 'Ally']","SQUEAK Whenever you play a Floodborn character, if you used Shift to play them, each opponent chooses and discards a card.",[],,1.0,1.0,1.0,Promo,['Alex Accorsi'],15,en,"""There's a lot of nuance to squirrel.""
–Kronk",518411,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_a82fc925002649ae93310c73c8a74a8c,Minnie Mouse,Wide-Eyed Diver,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_a82fc925002649ae93310c73c8a74a8c.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_a82fc925002649ae93310c73c8a74a8c.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_a82fc925002649ae93310c73c8a74a8c.avif?1728609660'}}",4,True,Ruby,['Character'],"['Floodborn', 'Hero']","Shift 2 (You may pay 2 {I} to play this on top of one of your characters named Minnie Mouse.)
Evasive (Only characters with Evasive can challenge this character.)
UNDERSEA ADVENTURE Whenever you play a second action in a turn, this character gets +2 {L} this turn.","['Evasive', 'Shift']",,2.0,3.0,1.0,Promo,['Adam Fenton'],16,en,,518412,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_ba8bf1ab1f3a454eac2237a820e5da88,Robin Hood,Capable Fighter,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_ba8bf1ab1f3a454eac2237a820e5da88.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_ba8bf1ab1f3a454eac2237a820e5da88.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_ba8bf1ab1f3a454eac2237a820e5da88.avif?1728609660'}}",2,False,Steel,['Character'],"['Dreamborn', 'Hero']",SKIRMISH {E} - Deal 1 damage to chosen character.,[],,1.0,3.0,1.0,Promo,['Noukah'],17,en,"""Capable? You don't know the half of it.""
–Little John",518413,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_6cb04ac82f5f43b1a4a7cf2deae221df,Mickey Mouse,Friendly Face,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_6cb04ac82f5f43b1a4a7cf2deae221df.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_6cb04ac82f5f43b1a4a7cf2deae221df.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_6cb04ac82f5f43b1a4a7cf2deae221df.avif?1728609660'}}",6,True,Amber,['Character'],"['Storyborn', 'Hero']","GLAD YOU'RE HERE! Whenever this character quests, you pay 3 {I} less for the next character you play this turn.",[],,1.0,6.0,3.0,Promo,['Mark Henn'],18,en,"""Come on in—there's lots to explore.""",516448,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{'usd_foil': '5.61'}
crd_2dcbea7036c54b9688bba4a478e03294,Elsa,Gloves Off,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_2dcbea7036c54b9688bba4a478e03294.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_2dcbea7036c54b9688bba4a478e03294.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_2dcbea7036c54b9688bba4a478e03294.avif?1728609660'}}",4,True,Amethyst,['Character'],"['Storyborn', 'Hero', 'Queen', 'Sorcerer']","Challenger +3 (While challenging, this character gets +3 {S}.)",['Challenger'],,3.0,4.0,1.0,Promo,['Brittney Lee'],19,en,"The power of ice may not stop the flood, but it will
help protect Lorcana.",516452,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{'usd_foil': '11.27'}
crd_a751124c50e347d68fe2a2b340f01719,Genie,Powers Unleashed,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_a751124c50e347d68fe2a2b340f01719.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_a751124c50e347d68fe2a2b340f01719.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_a751124c50e347d68fe2a2b340f01719.avif?1728609660'}}",8,False,Emerald,['Character'],"['Floodborn', 'Hero']","Shift 6 (You may pay 6 {I} to play this on top of one of your characters named Genie.)
Evasive (Only characters with Evasive can challenge this character.)
PHENOMENAL COSMIC POWER! Whenever this character quests, you may play an action with cost 5 or less for free.","['Evasive', 'Shift']",,3.0,5.0,3.0,Promo,['Eric Goldberg'],20,en,,516454,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{'usd_foil': '4.07'}
crd_7ed94ab06dc44f91895dd7b9bf648b97,Stitch,Abomination,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_7ed94ab06dc44f91895dd7b9bf648b97.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_7ed94ab06dc44f91895dd7b9bf648b97.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_7ed94ab06dc44f91895dd7b9bf648b97.avif?1728609660'}}",6,True,Ruby,['Character'],"['Storyborn', 'Hero', 'Alien']",,[],,4.0,6.0,3.0,Promo,['Alex Kupershmidt'],21,en,"""His destructive programming is taking effect. He will
be irresistibly drawn to large cities, where he will back
up sewers, reverse street signs, and steal everyone's
left shoe.""
—Jumba Jookiba",516456,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{'usd_foil': '10.13'}
crd_f8ac73538afa418390174732631ffa52,Maleficent,Uninvited,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_f8ac73538afa418390174732631ffa52.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_f8ac73538afa418390174732631ffa52.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_f8ac73538afa418390174732631ffa52.avif?1728609660'}}",5,True,Sapphire,['Character'],"['Dreamborn', 'Villain', 'Sorcerer']",,[],,3.0,6.0,3.0,Promo,['Lorelay Bové'],22,en,"She had no invitation—and needed no
introduction.",516459,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{'usd_foil': '3.13'}
crd_23bbbd44361b4dcf9942bd281212a613,Maui,Demigod,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_23bbbd44361b4dcf9942bd281212a613.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_23bbbd44361b4dcf9942bd281212a613.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_23bbbd44361b4dcf9942bd281212a613.avif?1728609660'}}",8,True,Steel,['Character'],"['Storyborn', 'Hero', 'Deity']",,[],,8.0,8.0,3.0,Promo,['Bill Schwab'],23,en,"When the gods gift you a boat, you take it. The boat's
owner is optional.",516460,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{'usd_foil': '2.88'}
crd_0f37017fbc274dae8dc0603b6c6a73c3,Gaston,Arrogant Hunter,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_0f37017fbc274dae8dc0603b6c6a73c3.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_0f37017fbc274dae8dc0603b6c6a73c3.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_0f37017fbc274dae8dc0603b6c6a73c3.avif?1728609660'}}",2,True,Ruby,['Character'],"['Storyborn', 'Villain']",Reckless (This character can’t quest and must challenge each turn if able.),['Reckless'],,4.0,2.0,0.0,Promo,['Matthew Robert Davies'],24,en,It's not arrogance when you really are the best.,520857,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_a204f84909b6469c95cf671500547b35,Mickey Mouse,True Friend,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_a204f84909b6469c95cf671500547b35.avif?1732759865', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_a204f84909b6469c95cf671500547b35.avif?1732759865', 'large': 'https://cards.lorcast.io/card/digital/large/crd_a204f84909b6469c95cf671500547b35.avif?1732759865'}}",3,True,Amber,['Character'],"['Storyborn', 'Hero']",,[],,3.0,3.0,2.0,Promo,['Dave Beauchene'],25ja,en,"As long as he's around, newcomers to the Great Illuminary will always get a warm welcome.",588124,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_e12a06c8188f4b1ba084b7c6b14b466d,Mickey Mouse,True Friend,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_e12a06c8188f4b1ba084b7c6b14b466d.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_e12a06c8188f4b1ba084b7c6b14b466d.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_e12a06c8188f4b1ba084b7c6b14b466d.avif?1728609660'}}",3,True,Amber,['Character'],"['Storyborn', 'Hero']",,[],,3.0,3.0,2.0,Promo,['Dave Beauchene'],25zh,en,"As long as he's around, newcomers to the Great Illuminary will always get a warm welcome.",588123,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_cddd82bf6ec742418d26e653630792e9,Kit Cloudkicker,Tough Guy,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_cddd82bf6ec742418d26e653630792e9.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_cddd82bf6ec742418d26e653630792e9.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_cddd82bf6ec742418d26e653630792e9.avif?1728609660'}}",3,True,Emerald,['Character'],"['Storyborn', 'Ally']","SKYSURFING When you play this character, you may return chosen opposing character with 2 {S} or less to their player’s hand.",[],,2.0,2.0,1.0,Promo,['Jake Parker'],26,en,"""It's been fun, guys, but I got to be going. Yahoooo!""",538265,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_3fde5b7a72b24201b728abd6c7f1797a,Jolly Roger,Hook's Ship,landscape,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_3fde5b7a72b24201b728abd6c7f1797a.avif?1728698220', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_3fde5b7a72b24201b728abd6c7f1797a.avif?1728698220', 'large': 'https://cards.lorcast.io/card/digital/large/crd_3fde5b7a72b24201b728abd6c7f1797a.avif?1728698220'}}",1,True,Ruby,['Location'],,"LOOK ALIVE, YOU SWABS! Characters gain Rush while here. (They can challenge the turn they're played.)
ALL HANDS ON DECK! Your Pirate characters may move here for free.",[],2.0,0.0,5.0,0.0,Promo,['Nicolas Ky'],27,en,,538275,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_1dace5aa2ed9488e88a16feb02561049,How Far I'll Go,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_1dace5aa2ed9488e88a16feb02561049.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_1dace5aa2ed9488e88a16feb02561049.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_1dace5aa2ed9488e88a16feb02561049.avif?1728609660'}}",4,False,Sapphire,"['Action', 'Song']",,"(A character with cost 4 or more can {E} to sing this song for free.)
Look at the top 2 cards of your deck. Put one into your hand and the other into your inkwell facedown and exerted.",[],,,,,Promo,['Anna Rud / Anna Stosik'],28,en,,538249,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_1dfcefb9ec294a798aabd2a21300d88d,John Silver,Greedy Treasure Seeker,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_1dfcefb9ec294a798aabd2a21300d88d.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_1dfcefb9ec294a798aabd2a21300d88d.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_1dfcefb9ec294a798aabd2a21300d88d.avif?1728609660'}}",3,True,Steel,['Character'],"['Dreamborn', 'Villain', 'Alien', 'Pirate', 'Captain']","CHART YOUR OWN COURSE For each location you have in play, this character gains Resist +1 and gets +1 {L}. (Damage dealt to them is reduced by 1.)",[],,3.0,3.0,1.0,Promo,['Kumatori Gaku'],29,en,"""I was never much good at games. Always hated to lose.""",538264,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
crd_6625bb30bff14209886c5157c85c37a4,Stitch,Rock Star,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_6625bb30bff14209886c5157c85c37a4.avif?1728609660', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_6625bb30bff14209886c5157c85c37a4.avif?1728609660', 'large': 'https://cards.lorcast.io/card/digital/large/crd_6625bb30bff14209886c5157c85c37a4.avif?1728609660'}}",6,True,Amber,['Character'],"['Floodborn', 'Hero', 'Alien']","Shift 4 (You may pay 4 {I} to play this on top of one of your characters named Stitch.)
ADORING FANS Whenever you play a character with cost 2 or less, you may exert them to draw a card.",['Shift'],,3.0,5.0,3.0,Promo,['Nicholas Kole'],30,en,,533447,{'core': 'legal'},"{'id': 'set_c254adfcbf6d4e3482a675ecece86dcc', 'code': 'P1', 'name': 'Promo Set 1'}",{}
