id_card,id_set,code,name
crd_6e547f6533974321a1eb89579e98cac0,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_cbd38ca5b3b04da382b8aa2b3da66adb,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_40ef816e4c7a43cba37bb9f51a586626,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_48304fa82c024098bf755ea123884358,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_57018dbc35d34f65ab2480f09404907d,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_6e0ebfc57c174717baae1a0ec2a16830,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_3a009848a04944aba8e7402d221c897c,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_7115d5f5c2604ff08596a89ef6574d19,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_d27f3196f81b4b17a0134b39608aefe7,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_b846145aa8e84e80a877721741b41f50,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_982364cf0c5f42ee9ba82a335bf674b5,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_fbf237baa9744eb19ca3d4e6c280d587,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_ac870f32bf614f27a7b0c0bdf88837fe,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_c2ee125c29104a138b2a26608d6849c1,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_dc30f4ddffb84e7daf742ee323cfb552,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_a9c9c9ba97d94ac48f2a141e17b96230,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_049739e69c034e898c3c48abd37544cc,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_82a7bdb095d2477bbad45e524ad4a7dd,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_21d32224cf9f452ab94f70d9a2b40d79,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_edfd3ef020dd41d5b1733088bdf2c991,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_bb181c94e74a4e6e8983a33275b59f55,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_f19a04399d3d44a9b9e346a4ee4741a4,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_d6deefa8519c46a39b105b62d7b857f4,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_b499c66fd5104b3a994c3a6bd51ba692,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_6df56dd3dbb5471589800f12bba4eb46,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_af36de00a5544c83989f3295612c0bbf,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_c2b1ec76c46f4bc795726d2c2113e478,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_0b5dcdce945a404395b6c65a894ecf6d,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_7ee0b368f69e45f7832d164a926951ff,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_6a19afc00c8b45769267ad82f20e0929,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_426eee4c74d74ab08c77aea2b5640760,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_3071dce7efaf4e139b192b2e026b2999,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_d9abb9a8a381433486a5da9e3173de4b,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_1c5e7d4a006c4736baf5e602734fec5b,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_fef968cf2e0d47fbb8f241fa7d91fd27,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_7bea7155c9164c43949d5e4031b5d810,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_88c973fe2a114a198654133896a022b7,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_ccc37a7514f24045ad1e2c6cff286e6f,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_bd9c0c2fd69e467c82c247d1733c0d19,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_0b42ad3a223046c0a3807f04c58a552e,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_59714153da7e4a6884f25a5c5edad2c1,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_0e199ab83f22428784550f317e16fefd,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_4ab60bc408c44708b7f820348cad85c5,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_6c49377313ce45b683987dbd03936467,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_f6c83c36dbe04bdcb19ee7bd9d0479cd,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_3594674864b745f3830c15e72a221bf5,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_b3029d9bf3ee4b7c8bf5cd2403f0b2f5,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_10eefc9e8b2943c0a29f6e19a1c114a0,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_ab3a202cb90a43beac5943ac4baad67a,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_139b6ae1e1c04ea0aef5ef864e8ed14b,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_7f56bbeab3ce4593beb4feea23724b82,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_35df29e6893942a38a14f775719ce522,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_178a79a0d95a433d9a6add9dccca0730,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_4d8747b6f80e4bc5a39ace7edc6df9da,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_513288f8ceec405e9b17fafcb0f5523a,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_2ae2d2f7e846489a802db83587a26fc3,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_dc9cd90360a14c2488e647a1934a17bb,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_25d8f80f68574d38869b7853d737e8e2,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_c1cd26316f4948a382770ffb29440699,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_4dfb12a1e5844317a783074a548bc8c7,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_60630688715e45079236d447087a9a83,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_d5432572fd3d4dfc95b01b682c71943c,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_b8f5f89ae4fa49e29637b1fffd9c9e4c,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_66c2f5fd704b45bdbe79f585ac31d6fc,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_21bfac43fba64c06ab62139f3befd6c1,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_03fecbc6607a4948a586ccf4f0915c79,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_b29e4a26e9324724aab37e97a7738476,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_b1ea1c67fc224e968a4906149590585c,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_865641f3cac34a65a36bb2404f4e39dd,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_37f652aa15934d2b9bd7ad15eb18bbfb,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_ae7e15af9559439ba734caac9aa567e5,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_7a1524eb2f994287ab6de2e677431724,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_c75fe9ce070a454696dd8d42c6931c68,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_98e2f67c2ee14092be9f89b31f20db4e,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_eb10018264004dc59f9bf0f31295d757,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_c343d1fc29f3491f95bb460c90e081a7,set_0df34ab314e04a479ef3538fd6c3e4e1,6,Azurite Sea
crd_01d7e6fed9f74da6910769c8b8780f17,set_e0eb34fc0fbb446886f84c34381d4dce,cp,Challenge Promo
crd_49923766da0445deab289bad2cde7662,set_e0eb34fc0fbb446886f84c34381d4dce,cp,Challenge Promo
crd_5526a660684f4be1a1abdbd210e754b2,set_e0eb34fc0fbb446886f84c34381d4dce,cp,Challenge Promo
crd_ea580b2aaa374dff847750dee360b51b,set_e0eb34fc0fbb446886f84c34381d4dce,cp,Challenge Promo
crd_a0a1e1bb99794f04991929ced6001ae8,set_ec81a739fb204f10b31dc649c535c82e,D23,D23 Collection
crd_8de3ae21bca6455bb44da9803af19ea8,set_ec81a739fb204f10b31dc649c535c82e,D23,D23 Collection
crd_e18e96745a00405d8e927f8d4c75dc72,set_ec81a739fb204f10b31dc649c535c82e,D23,D23 Collection
