id,name,version,layout,released_at,cost,inkwell,ink,type,classifications,text,keywords,move_cost,strength,willpower,lore,rarity,illustrators,collector_number,lang,flavor_text,tcgplayer_id,legalities,set,prices
crd_edeffddbafd54b319a0f9bf65a1480b5,Kida,Protector of Atlantis,normal,2024-02-23,5,True,Amber,Character,"['Floodborn', 'Hero', 'Princess']","Shift 3 (You may pay 3 {I} to play this on top of one of your characters named Kida.)
PERHAPS WE CAN SAVE OUR FUTURE When you play this character, all characters get -3 {S} until the start of your next turn.",['Shift'],,3.0,5.0,2.0,Legendary,['Adam Fenton'],7,en,"""She has been chosen."" —King Kashekim Nedakh",537953,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '4.8', 'usd_foil': '9.55'}"
crd_885f1f8ac17a447fa3c9f7b668fa8663,Lucky,The 15th Puppy,normal,2024-02-23,4,False,Amber,Character,"['Storyborn', 'Puppy']","GOOD AS NEW {E} — Reveal the top 3 cards of your deck. You may put each character card with cost 2 or less into your hand. Put the rest on the bottom of your deck in any order.
PUPPY LOVE Whenever this character quests, if you have 4 or more other characters in play, your other characters get +1 {L} this turn.",[],,2.0,3.0,1.0,Rare,['Brian Weisz'],8,en,,538354,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.11', 'usd_foil': '0.59'}"
crd_a6d0aaef05744b279192132d481af4be,Minnie Mouse,Musical Artist,normal,2024-02-23,2,True,Amber,Character,"['Dreamborn', 'Hero']","Singer 3 (This character counts as cost 3 to sing songs.)
ENTOURAGE Whenever you play a character with Bodyguard, you may remove up to 2 damage from chosen character.",['Singer'],,1.0,3.0,1.0,Rare,['Erika Wiseman'],9,en,Her musical talents are off the charts!,539062,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.15', 'usd_foil': '0.59'}"
crd_a2bdf443390f4009bed7f162badd841c,Miss Bianca,Rescue Aid Society Agent,normal,2024-02-23,2,True,Amber,Character,"['Storyborn', 'Hero']",Singer 4 (This character counts as cost 4 to sing songs.),['Singer'],,2.0,2.0,1.0,Common,['Jeff Merghart'],10,en,"""Our society has never failed to answer a call for
help.""
—Mr. Chairman",539063,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.04', 'usd_foil': '0.15'}"
crd_748599af9c8e4272b5f2926597a405ba,Mr. Snoops,Inept Businessman,normal,2024-02-23,6,True,Amber,Character,"['Dreamborn', 'Ally']",,[],,4.0,8.0,2.0,Common,['Alexandria Neonakis'],11,en,"""This is simple, Snoops! I want that lore! The one
that shines like a diamond!""
—Madame Medusa",539064,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.04', 'usd_foil': '0.13'}"
crd_fbdc035fda194814bd934292d2e78c13,Nani,Protective Sister,normal,2024-02-23,5,True,Amber,Character,"['Storyborn', 'Hero']",Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.),['Bodyguard'],,3.0,6.0,2.0,Uncommon,['Shannon Hallstein'],12,en,"""Let me handle this, Lilo.""",538336,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.06', 'usd_foil': '0.25'}"
crd_07dfc12012794405ad72a71f1a738c5d,Orville,Ace Pilot,normal,2024-02-23,2,True,Amber,Character,"['Storyborn', 'Ally']",,[],,1.0,4.0,1.0,Common,['Isaiah Mesq'],13,en,"""Boy, look at those things go! Whaddaya call 'em?
Inkrunners? I wish I could fly like that.""",539065,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.03', 'usd_foil': '0.14'}"
crd_d087e066b0484bf9aed46a182f60f0ff,Patch,Intimidating Pup,normal,2024-02-23,4,True,Amber,Character,"['Storyborn', 'Puppy']",BARK {E} — Chosen character gets -2 {S} until the start of your next turn.,[],,3.0,4.0,1.0,Common,['Ellie Horie'],14,en,"Just like Thunderbolt, he'll stand up to any bad guy.",539066,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.03', 'usd_foil': '0.2'}"
crd_a1c95bf6c8744ccaa5ff363453aa8716,Perdita,Devoted Mother,normal,2024-02-23,6,False,Amber,Character,"['Storyborn', 'Hero']","COME ALONG, CHILDREN When you play this character and whenever she quests, you may play a character with cost 2 or less from your discard for free.",[],,1.0,6.0,2.0,Legendary,['Defne Tözüm / Livio Cacciatore'],15,en,Her pups will follow her anywhere.,538722,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '2.2', 'usd_foil': '5.15'}"
crd_f478c96f7b1b45b790d74395480da563,Piglet,Pooh Pirate Captain,normal,2024-02-23,2,True,Amber,Character,"['Dreamborn', 'Hero', 'Pirate', 'Captain']","AND I'M THE CAPTAIN! While you have 2 or more other characters in play, this character gets +2 {L}.",[],,2.0,2.0,1.0,Super_rare,['Grace Tran'],16,en,"""Ahoy! There's lore out there, and I'm g-gonna
find it!""",531822,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '3.8', 'usd_foil': '7.45'}"
crd_02f6ca615a304f47848ac36590cb7b94,Pluto,Determined Defender,normal,2024-02-23,7,True,Amber,Character,"['Floodborn', 'Ally']","Shift 5 (You may pay 5 {I} to play this on top of one of your characters named Pluto.)
Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)
GUARD DOG At the start of your turn, remove up to 3 damage from this character.","['Bodyguard', 'Shift']",,3.0,8.0,2.0,Rare,['Dave Alvarez / Alice Pisoni'],17,en,,537631,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.12', 'usd_foil': '0.6'}"
crd_f405327bb31a4ca0880e91e09bf5893a,Pluto,Friendly Pooch,normal,2024-02-23,1,False,Amber,Character,"['Storyborn', 'Ally']",GOOD DOG {E} — You pay 1 {I} less for the next character you play this turn.,[],,0.0,2.0,1.0,Uncommon,['Jiahui Eva Gao'],18,en,He just can't wait for new friends to arrive!,537628,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.11', 'usd_foil': '0.51'}"
crd_fcdb51245c0a468896166eb745d1cf55,Pongo,Determined Father,normal,2024-02-23,3,True,Amber,Character,"['Storyborn', 'Hero']","TWILIGHT BARK Once per turn, you may pay 2 {I} to reveal the top card of your deck. If it's a character card, put it into your hand. Otherwise, put it on the bottom of your deck.",[],,3.0,2.0,1.0,Super_rare,['Grace Tran'],19,en,"""We'll find our way. I know we will!""",532862,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.25', 'usd_foil': '0.26'}"
crd_deb260b9c0d5473f9ce8685415520940,Queen of Hearts,Wonderland Empress,normal,2024-02-23,3,True,Amber,Character,"['Dreamborn', 'Villain', 'Queen']","ALL WAYS HERE ARE MY WAYS Whenever this character quests, your other Villain characters get +1 {L} this turn.",[],,3.0,3.0,1.0,Uncommon,['Brianna Garcia'],20,en,"The more of the Inklands she claims, the more
she wants.",537607,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.09', 'usd_foil': '0.24'}"
crd_2e4b186b853e4bd7b5d3144645efd6a1,Rolly,Hungry Pup,normal,2024-02-23,3,True,Amber,Character,"['Storyborn', 'Puppy']","Support (Whenever this character quests, you may add their {S} to another chosen character's {S} this turn.)",['Support'],,3.0,3.0,1.0,Uncommon,['Defne Tözüm / Denny Minonne'],21,en,"""I'm hungry, Mother. I really am.""",538353,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.03', 'usd_foil': '0.19'}"
crd_136ffadfd42e4f968a125c32a8d18591,Tinker Bell,Generous Fairy,normal,2024-02-23,4,False,Amber,Character,"['Storyborn', 'Ally', 'Fairy']","MAKE A NEW FRIEND When you play this character, look at the top 4 cards of your deck. You may reveal a character card and put it into your hand. Put the rest on the bottom of your deck in any order.",[],,1.0,4.0,1.0,Uncommon,['Aisha Durmagambetova'],22,en,Plenty of berries—and friendship—to go around.,538370,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.05', 'usd_foil': '0.36'}"
crd_e989edbf82194e8e9f4bd73426377d57,Wendy Darling,Talented Sailor,normal,2024-02-23,2,True,Amber,Character,"['Dreamborn', 'Hero']",,[],,1.0,3.0,2.0,Uncommon,['Aubrey Archer'],23,en,"With Tink's upgrades in place, Wendy took them to
the skies to find the missing mermaid.",538380,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.07', 'usd_foil': '0.32'}"
crd_56003cfee81148e9a2ceebe4136e4e06,99 Puppies,,normal,2024-02-23,5,False,Amber,Action,,"Whenever one of your characters quests this turn, gain 1 lore.",[],,,,,Uncommon,['Agnes Christianson'],24,en,"""Two, four, six, and three is nine, plus two is 11...""
—Roger",534480,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.09', 'usd_foil': '0.31'}"
crd_d1f9df5413484ad6975ba55243e4804e,Boss's Orders,,normal,2024-02-23,1,True,Amber,Action,,"Chosen character gains Support this turn. (Whenever they quest, you may add their {S} to another chosen character's {S} this turn.)",[],,,,,Common,['Zuzana Sokolova / Livio Cacciatore'],25,en,"""Snoops! I know you can look harder! Find me that lore!""
—Madame Medusa",537888,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.04', 'usd_foil': '0.12'}"
crd_c6998d2082d348b18f01e8a90afde5f1,Heal What Has Been Hurt,,normal,2024-02-23,3,True,Amber,Action,,"(A character with cost 3 or more can {E} to sing this song for free.)
Remove up to 3 damage from chosen character. Draw a card.",[],,,,,Common,['Monica Catalano'],26,en,"Let your power shine
Make the clock reverse...",532523,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.07', 'usd_foil': '0.24'}"
crd_c6998d2082d348b18f01e8a90afde5f1,Heal What Has Been Hurt,,normal,2024-02-23,3,True,Amber,Song,,"(A character with cost 3 or more can {E} to sing this song for free.)
Remove up to 3 damage from chosen character. Draw a card.",[],,,,,Common,['Monica Catalano'],26,en,"Let your power shine
Make the clock reverse...",532523,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.07', 'usd_foil': '0.24'}"
crd_5364fdf0cf144ac38d2d7c824f8cc72f,Quick Patch,,normal,2024-02-23,1,True,Amber,Action,,Remove up to 3 damage from chosen location.,[],,,,,Common,['Wouter Bruneel'],27,en,"""Good as new! Well, almost.""",538310,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.05', 'usd_foil': '0.17'}"
crd_54e5e880c70e4e2bb68cc318a7d47e34,The Bare Necessities,,normal,2024-02-23,2,True,Amber,Action,,"(A character with cost 2 or more can {E} to sing this song for free.)
Chosen opponent reveals their hand and discards a non-character card of your choice.",[],,,,,Rare,['Maxine Vee / David Navarro Arenas'],28,en,Forget about your worries and your strife....,538224,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.79', 'usd_foil': '3.7'}"
crd_54e5e880c70e4e2bb68cc318a7d47e34,The Bare Necessities,,normal,2024-02-23,2,True,Amber,Song,,"(A character with cost 2 or more can {E} to sing this song for free.)
Chosen opponent reveals their hand and discards a non-character card of your choice.",[],,,,,Rare,['Maxine Vee / David Navarro Arenas'],28,en,Forget about your worries and your strife....,538224,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.79', 'usd_foil': '3.7'}"
crd_46df24a1b90a460d8572440c007f0af5,Cleansing Rainwater,,normal,2024-02-23,2,True,Amber,Item,,ANCIENT POWER Banish this item — Remove up to 2 damage from each of your characters.,[],,,,,Common,"['Michael ""Cookie"" Niewiadomy']",29,en,Rainwater lands as stone melts and dragons fly again.,537406,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.05', 'usd_foil': '0.13'}"
crd_925579c341974d16b613c348efe8df5e,Heart of Atlantis,,normal,2024-02-23,4,False,Amber,Item,,LIFE GIVER {E} — You pay 2 {I} less for the next character you play this turn.,[],,,,,Rare,['Elliot Baum / Viv Tanner'],30,en,"""It's what's keeping you—all of Atlantis—alive!""
—Milo Thatch",536277,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.17', 'usd_foil': '0.4'}"
crd_e46266028977431da15b820d9f665664,Wildcat's Wrench,,normal,2024-02-23,2,True,Amber,Item,,REBUILD {E} — Remove up to 2 damage from chosen location.,[],,,,,Uncommon,['Ellie Horie'],31,en,The right tool makes all the difference.,538229,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.05', 'usd_foil': '0.19'}"
crd_b9ecaeeeee5a467ea41b58edda3b8f13,Never Land,Mermaid Lagoon,landscape,2024-02-23,1,True,Amber,Location,,,[],1.0,,4.0,1.0,Common,['Cécile Carre'],32,en,"The mermaids told Peter they'd seen some items floating by several days earlier,
but they were more concerned that one of their sisters had gone missing.",534089,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.05', 'usd_foil': '0.23'}"
crd_c73b3306eee042a0a17938812b0a564a,Pride Lands,Pride Rock,landscape,2024-02-23,2,False,Amber,Location,,"WE ARE ALL CONNECTED Characters get +2 {W} while here.
LION HOME If you have a Prince or King character here, you pay 1 {I} less to play characters.",[],2.0,,7.0,1.0,Rare,['Beverly Arce / Jonathan Livslyst'],33,en,,538458,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.46', 'usd_foil': '1.63'}"
crd_ed1ca708595f44a49f40680e20635ff5,Tiana's Palace,Jazz Restaurant,landscape,2024-02-23,3,False,Amber,Location,,NIGHT OUT Characters can't be challenged while here.,[],2.0,,8.0,1.0,Uncommon,['Valerio Buonfantino'],34,en,"In New Orleans, dreams can come true.",537408,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.1', 'usd_foil': '0.29'}"
crd_df136840866d426db031332e34942735,Alice,Tea Alchemist,normal,2024-02-23,6,True,Amethyst,Character,"['Dreamborn', 'Hero', 'Sorcerer']",CURIOUSER AND CURIOUSER {E} — Exert chosen opposing character and all other opposing characters with the same name.,[],,4.0,4.0,2.0,Super_rare,['Nicola Saviori / Raquel Villanueva'],35,en,"With the right tea leaves and a little magic, she
creates the perfect cup for any party guest.",538729,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.23', 'usd_foil': '0.56'}"
crd_bda38dbbd3974a5bb53bc91853faa172,Chernabog's Followers,Creatures of Evil,normal,2024-02-23,1,True,Amethyst,Character,"['Storyborn', 'Ally']","RESTLESS SOULS Whenever this character quests, you may banish them to draw a card.",[],,2.0,1.0,1.0,Uncommon,['Monica Catalano'],36,en,Let chaos reign.,539067,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '1.87', 'usd_foil': '5.39'}"
crd_96b06169bec644898473633766c5e534,Diablo,Faithful Pet,normal,2024-02-23,1,True,Amethyst,Character,"['Dreamborn', 'Ally']","LOOKING FOR AURORA Whenever you play a character named Maleficent, you may look at the top card of your deck. Put it on either the top or the bottom of your deck.",[],,2.0,1.0,1.0,Common,['Agnes Christianson'],37,en,"With a little ink-enhanced magic, nothing escapes
his sight.",539068,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.05', 'usd_foil': '0.18'}"
crd_54d0edb01460400e9612bebf555aa2f1,Genie,Supportive Friend,normal,2024-02-23,4,False,Amethyst,Character,"['Storyborn', 'Ally']","THREE WISHES Whenever this character quests, you may shuffle this card into your deck to draw 3 cards.",[],,3.0,5.0,1.0,Super_rare,['Koni'],38,en,"""Right here, direct from the lamp, right here for
your very much wish fulfillment.""",538724,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.24', 'usd_foil': '0.75'}"
crd_fabf6b8091ab49a1b2dccff0b1bb66ab,Hydros,Ice Titan,normal,2024-02-23,3,True,Amethyst,Character,"['Storyborn', 'Titan']",BLIZZARD {E} — Exert chosen character.,[],,2.0,2.0,2.0,Uncommon,['Alice Pisoni'],39,en,"""Freeze Zeus!""",537614,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.09', 'usd_foil': '0.24'}"
crd_c6206520d53f48a7ba4b32af8ca6cf66,Iago,Pretty Polly,normal,2024-02-23,3,True,Amethyst,Character,"['Storyborn', 'Ally']",Evasive (Only characters with Evasive can challenge this character.),['Evasive'],,3.0,2.0,1.0,Common,['Giulia Riva'],40,en,"""Your majesty certainly has a way with dumb
animals.""
—Jafar",537407,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.04', 'usd_foil': '0.14'}"
crd_a8ac3c9400574fac83d320e3c4bd6e49,Jafar,Lamp Thief,normal,2024-02-23,3,True,Amethyst,Character,"['Storyborn', 'Villain', 'Sorcerer']","I AM YOUR MASTER NOW When you play this character, look at the top 2 cards of your deck. Put one on the top of your deck and the other on the bottom.",[],,2.0,2.0,2.0,Uncommon,['Veronica Di Lorenzo / Livio Cacciatore'],41,en,"""I will rule as far as the eye can see.""",538197,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.08', 'usd_foil': '0.24'}"
crd_021972513f684c6185280e93fa2f41ef,Jafar,Striking Illusionist,normal,2024-02-23,7,True,Amethyst,Character,"['Floodborn', 'Villain', 'Sorcerer']","Shift 5 (You may pay 5 {I} to play this on top of one of your characters named Jafar.)
Evasive (Only characters with Evasive can challenge this character.)
POWER BEYOND MEASURE During your turn, while this character is exerted, whenever you draw a card, gain 1 lore.","['Evasive', 'Shift']",,4.0,5.0,1.0,Legendary,['Nicola Saviori'],42,en,,538725,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '3.66', 'usd_foil': '6.62'}"
crd_d8f0d093ffa743e48801e90e1b98cf14,Lena Sabrewing,Rebellious Teenager,normal,2024-02-23,2,True,Amethyst,Character,"['Storyborn', 'Hero', 'Sorcerer']",Rush (This character can challenge the turn they're played.),['Rush'],,1.0,3.0,1.0,Common,['Heidi Neunhoffer'],43,en,Born from the shadows. Saved by friendship.,538238,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.04', 'usd_foil': '0.16'}"
crd_bf44f442286c4b5fa783412ae85c3b58,Magic Broom,Dancing Duster,normal,2024-02-23,6,False,Amethyst,Character,"['Dreamborn', 'Broom']","POWER CLEAN When you play this character, if you have a Sorcerer character in play, you may exert chosen opposing character. They can't ready at the start of their next turn.",[],,3.0,3.0,1.0,Uncommon,['Giulia Riva'],44,en,Super-smooth tidiness.,539069,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.1', 'usd_foil': '0.33'}"
crd_9b1e3b67709f41c58130599854495ff5,Magic Broom,Swift Cleaner,normal,2024-02-23,5,False,Amethyst,Character,"['Dreamborn', 'Broom']","Rush (This character can challenge the turn they're played.)
CLEAN THIS, CLEAN THAT When you play this character, you may shuffle all Broom cards from your discard into your deck.",['Rush'],,4.0,4.0,2.0,Common,['Cristian Romero'],45,en,Super-speedy tidiness.,539070,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.08', 'usd_foil': '0.25'}"
crd_5bb1d62852d74227a37ae937c075eef0,Magic Broom,The Big Sweeper,normal,2024-02-23,3,True,Amethyst,Character,"['Dreamborn', 'Broom']","CLEAN SWEEP While this character is at a location, it gets +2 {S}.",[],,1.0,5.0,1.0,Common,['Eri Welli'],46,en,Super-sized tidiness.,539071,{'core': 'legal'},"{'id': 'set_10a1db03fe66417c9912494b94463e8e', 'code': '3', 'name': 'Into the Inklands'}","{'usd': '0.1', 'usd_foil': '0.37'}"
