id,name,version,layout,released_at,cost,inkwell,ink,type,classifications,text,keywords,move_cost,strength,willpower,lore,rarity,illustrators,collector_number,lang,flavor_text,tcgplayer_id,legalities,set,prices
crd_7c261f64006d414180bf53ea7ae2f467,Mirabel Madrigal,Family Gatherer,normal,2024-08-09,5,True,Amber,Character,"['Storyborn', 'Hero', 'Madrigal']",NOT WITHOUT MY FAMILY You can't play this character unless you have 5 or more characters in play.,[],,5.0,5.0,5.0,Legendary,['Emily Abeydeera'],14,en,"""There's nothing we can't accomplish together!""",561209,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '1.33', 'usd_foil': '4.07'}"
crd_9b72fe4e823b447fbdd927b3dae1342a,Minnie Mouse,Drum Major,normal,2024-08-09,5,True,Amber,Character,"['Floodborn', 'Hero']","Shift 4 (You may pay 4 {I} to play this on top of one of your characters named Minnie Mouse.)
PARADE ORDER When you play this character, if you used Shift to play her, you may search your deck for a character card and reveal that card to all players. Shuffle your deck and put that card on top of it.",['Shift'],,4.0,4.0,2.0,Super_rare,['Roger Pérez / Leonardo Giammichele'],15,en,,561600,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.2', 'usd_foil': '0.72'}"
crd_8ae92c4a53ef47acb4aefde6341cba60,Daisy Duck,Donald's Date,normal,2024-08-09,1,False,Amber,Character,"['Storyborn', 'Ally']","BIG PRIZE Whenever this character quests, each opponent reveals the top card of their deck. If it's a character card, they may put it into their hand. Otherwise, they put it on the bottom of their deck.",[],,1.0,4.0,2.0,Super_rare,"[""Francesco D'ippolito / Giuseppe di Maio""]",16,en,,559158,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '5.08', 'usd_foil': '13.47'}"
crd_3a3a926925af4b4ca1cd8567c7a300ae,"Fix-It Felix, Jr.",Delighted Sightseer,normal,2024-08-09,2,True,Amber,Character,"['Storyborn', 'Hero']","OH, MY LAND! When you play this character, if you have a location in play, draw a card.",[],,1.0,3.0,1.0,Common,['Cristian Romero'],17,en,"""I don't think I've ever seen anything as sweet as this.""",559778,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.08', 'usd_foil': '0.23'}"
crd_da584233ea5149dd814bd6b372e015d5,Moana,Determined Explorer,normal,2024-08-09,3,False,Amber,Character,"['Storyborn', 'Hero', 'Princess']",,[],,3.0,4.0,2.0,Rare,['Isabella Ceravolo'],18,en,"""Investigate every part of the Illuminary, find the chromicons, restore the Illuminary, how hard can it—wait, what was that noise?""",561602,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.24', 'usd_foil': '0.94'}"
crd_412dcf4edf204b919385a120e64b4b50,Vanellope von Schweetz,Sugar Rush Princess,normal,2024-08-09,4,True,Amber,Character,"['Floodborn', 'Hero', 'Princess', 'Racer']","Shift 2 (You may pay 2 {I} to play this on top of one of your characters named Vanellope von Schweetz.)
I HEREBY DECREE Whenever you play another Princess character, all opposing characters get -1 {S} until the start of your next turn.",['Shift'],,2.0,4.0,2.0,Rare,['Vanessa Morales'],19,en,,561473,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.22', 'usd_foil': '1.17'}"
crd_d46b1371e56d486786fb471a1c043d3a,Alan-a-Dale,Rockin' Rooster,normal,2024-08-09,4,True,Amber,Character,"['Storyborn', 'Ally']","FAN FAVORITE Whenever you play a song, gain 1 lore.",[],,2.0,3.0,2.0,Uncommon,['John Loren'],20,en,"""Thank you! Now here's a little ditty for our floodborn friends that we call 'Martin and the Flood.'""",560630,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.09', 'usd_foil': '0.46'}"
crd_4bb6eeb124574cc6ac3695e255598cfb,Wreck-It Ralph,Admiral Underpants,normal,2024-08-09,7,False,Amber,Character,"['Storyborn', 'Hero']","I'VE GOT THE COOLEST FRIEND When you play this character, return a character card from your discard to your hand. If that card is a Princess character card, gain 2 lore.",[],,6.0,7.0,2.0,Rare,['Hyuna Lee'],21,en,"If he must give a victory speech, he'll keep it brief.",559783,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.27', 'usd_foil': '0.87'}"
crd_0140dc8d8b8444878839e0c94f358497,Maid Marian,Lady of the Lists,normal,2024-08-09,6,True,Amber,Character,"['Dreamborn', 'Princess']","IF IT PLEASES THE LADY When you play this character, chosen opposing character gets -5 {S} until the start of your next turn.",[],,4.0,5.0,2.0,Uncommon,['Jenna Gray'],22,en,"""And who might you be, my noble knight and champion?""",561948,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.06', 'usd_foil': '0.27'}"
crd_a35ce7543f7e4af49eb325083776e061,Sven,Reindeer Steed,normal,2024-08-09,4,True,Amber,Character,"['Storyborn', 'Ally']","REINDEER GAMES When you play this character, you may ready chosen character. They can't quest or challenge for the rest of this turn.",[],,3.0,3.0,2.0,Uncommon,['Gonzalo Kenny'],23,en,,559714,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.08', 'usd_foil': '0.59'}"
crd_edb33beb5360472080df4b6d2a6878a2,Minnie Mouse,Compassionate Friend,normal,2024-08-09,4,True,Amber,Character,"['Storyborn', 'Hero']","PATCH THEM UP Whenever this character quests, you may remove up to 2 damage from chosen character.",[],,1.0,5.0,2.0,Common,['Gonzalo Kenny'],24,en,"""Oh my! Is that part of the Illuminary? I have to go help!""",561949,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.05', 'usd_foil': '0.11'}"
crd_43b3128f2b504d7b9364db3803511c13,Try Everything,,normal,2024-08-09,4,True,Amber,Action,,"(A character with cost 4 or more can {E} to sing this song for free.)
Remove up to 3 damage from chosen character and ready them. They can't quest or challenge for the rest of this turn.",[],,,,,Uncommon,['Nicolas Ky'],25,en,I want to try even though I could fail,559171,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.05', 'usd_foil': '0.27'}"
crd_43b3128f2b504d7b9364db3803511c13,Try Everything,,normal,2024-08-09,4,True,Amber,Song,,"(A character with cost 4 or more can {E} to sing this song for free.)
Remove up to 3 damage from chosen character and ready them. They can't quest or challenge for the rest of this turn.",[],,,,,Uncommon,['Nicolas Ky'],25,en,I want to try even though I could fail,559171,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.05', 'usd_foil': '0.27'}"
crd_10b23643a0b146bcb95389cfb37c6133,Healing Touch,,normal,2024-08-09,3,True,Amber,Action,,Remove up to 4 damage from chosen character. Draw a card.,[],,,,,Common,['Mariana Moreno'],26,en,"""The heart is not so easily changed, but the head can be persuaded."" —Grand Pabbie",561259,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.03', 'usd_foil': '0.12'}"
crd_0eaf4bdb418a4e63a69851152b8bb057,Revive,,normal,2024-08-09,5,False,Amber,Action,,Play a character card with cost 5 or less from your discard for free.,[],,,,,Rare,['Jared Mathews'],27,en,Not all that is lost is gone forever.,561469,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.29', 'usd_foil': '0.82'}"
crd_1fafea8238334475ae8ed9ece3728309,Blast from Your Past,,normal,2024-08-09,6,False,Amber,Action,,"(A character with cost 6 or more can {E} to sing this song for free.)
Name a card. Return all character cards with that name from your discard to your hand.",[],,,,,Super_rare,['Nicola Saviori'],28,en,,561468,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.29', 'usd_foil': '0.97'}"
crd_1fafea8238334475ae8ed9ece3728309,Blast from Your Past,,normal,2024-08-09,6,False,Amber,Song,,"(A character with cost 6 or more can {E} to sing this song for free.)
Name a card. Return all character cards with that name from your discard to your hand.",[],,,,,Super_rare,['Nicola Saviori'],28,en,,561468,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.29', 'usd_foil': '0.97'}"
crd_d544feda22c44e0e9fccb9936fb20202,Invited to the Ball,,normal,2024-08-09,2,False,Amber,Action,,Reveal the top 2 cards of your deck. Put revealed character cards into your hand. Put the rest on the bottom of your deck in any order.,[],,,,,Uncommon,['Taraneh'],29,en,,559086,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.07', 'usd_foil': '0.34'}"
crd_af887c9fbbbf4e12bf91a9d221681e71,Healing Decanter,,normal,2024-08-09,2,True,Amber,Item,,RENEWING ESSENCE {E} — Remove up to 2 damage from chosen character.,[],,,,,Common,['Alex Accorsi'],30,en,,560645,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.06', 'usd_foil': '0.18'}"
crd_a3736e115d014a5e85d5913b9d100f9e,Queen's Sensor Core,,normal,2024-08-09,2,True,Amber,Item,,"SYMBOL OF NOBILITY At the start of your turn, if you have a Princess or Queen character in play, gain 1 lore.
ROYAL SEARCH {E}, 2 {I} — Reveal the top card of your deck. If it's a Princess or Queen character card, you may put it into your hand. Otherwise, put it on the top of your deck.",[],,,,,Rare,['Juan Diego Leon'],31,en,,560914,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.58', 'usd_foil': '2.03'}"
crd_a849716500754889824d4a9aeb2c6b84,Amber Chromicon,,normal,2024-08-09,2,True,Amber,Item,,AMBER LIGHT {E} — Remove up to 1 damage from each of your characters.,[],,,,,Uncommon,['Dustin Panzino'],32,en,"""Comfort the weak and weary.""
-Inscription",560093,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.07', 'usd_foil': '0.31'}"
crd_f27b7d5ae80b49c4a1a6019138a14ace,Rapunzel's Tower,Secluded Prison,landscape,2024-08-09,2,True,Amber,Location,,SAFE AND SOUND Characters get +3 {W} while here.,[],1.0,,8.0,0.0,Uncommon,['Jeremy Adams'],33,en,"""It's a scary world out there.""
–Mother Gothel",560916,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.19', 'usd_foil': '0.5'}"
crd_210e4fd42fff4273b7ed916683431def,Pride Lands,Jungle Oasis,landscape,2024-08-09,3,True,Amber,Location,,"OUR HUMBLE HOME While you have 3 or more characters here, you may banish this location to play a character from your discard for free.",[],2.0,,8.0,1.0,Rare,['Matthew Oates'],34,en,,561189,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.29', 'usd_foil': '0.74'}"
crd_d3bfcff390e54c9bbd1027b57320d621,Maleficent,Formidable Queen,normal,2024-08-09,8,False,Amethyst,Character,"['Floodborn', 'Villain', 'Queen', 'Sorcerer']","Shift 6 (You may pay 6 {I} to play this on top of one of your characters named Maleficent.)
LISTEN WELL, ALL OF YOU When you play this character, for each of your characters named Maleficent in play, return a chosen opposing character, item, or location with cost 3 or less to their player's hand.",['Shift'],,7.0,7.0,2.0,Super_rare,['Malia Ewart'],35,en,,561950,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.26', 'usd_foil': '0.93'}"
crd_fdc463d617dd4b938a2991c4f1e1f542,The Nokk,Mythical Spirit,normal,2024-08-09,6,True,Amethyst,Character,"['Storyborn', 'Ally']","TURNING TIDES When you play this character, you may move up to 2 damage counters from chosen character to chosen opposing character.",[],,5.0,5.0,1.0,Common,['Randy Bishop'],36,en,,561486,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.04', 'usd_foil': '0.2'}"
crd_5004569c2e0246e8bc9014bc00c21cd1,Cogsworth,Illuminary Watchman,normal,2024-08-09,1,True,Amethyst,Character,"['Dreamborn', 'Ally']","TIME TO MOVE IT! When you play this character, chosen character gains Rush this turn. (They can challenge the turn they're played.)",[],,1.0,1.0,1.0,Common,['Alice Pisoni'],37,en,"""Step to it! Time is of the essence.""",561610,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.1', 'usd_foil': '0.86'}"
crd_830fee590a4e49c1a54622779b4380c3,Merlin,Turtle,normal,2024-08-09,4,True,Amethyst,Character,"['Storyborn', 'Mentor', 'Sorcerer']","GIVE ME TIME TO THINK When you play this character and when he leaves play, look at the top 2 cards of your deck. Put one on the top of your deck and the other on the bottom.",[],,3.0,3.0,2.0,Common,['Andrea Femerstrand'],38,en,"""Don't rush me, now—this is important.""",561951,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.04', 'usd_foil': '0.14'}"
crd_fc8acdf39f114f398bca3f962a072274,Archimedes,Exasperated Owl,normal,2024-08-09,3,True,Amethyst,Character,"['Storyborn', 'Ally']",Evasive (Only characters with Evasive can challenge this character.),['Evasive'],,2.0,2.0,2.0,Common,['Kendall Hale'],39,en,"""Hmph. What does an owl have to do to get a little peace and quiet around here?""",561467,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.04', 'usd_foil': '0.18'}"
crd_c1cb807b384241ea876b8b2d52b1bc46,Bruni,Fire Salamander,normal,2024-08-09,4,True,Amethyst,Character,"['Storyborn', 'Ally']","Evasive (Only characters with Evasive can challenge this character.)
PARTING GIFT When this character is banished, you may draw a card.",['Evasive'],,2.0,2.0,2.0,Uncommon,['Kendall Hale'],40,en,,555244,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.07', 'usd_foil': '0.47'}"
crd_314343a109e74d31bb84143aeb72d25f,Earth Giant,Living Mountain,normal,2024-08-09,4,True,Amethyst,Character,"['Storyborn', 'Ally']","UNEARTHED When you play this character, each opponent draws a card.",[],,4.0,5.0,2.0,Common,['Alice Pisoni'],41,en,Who woke up the big guy?,561487,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.03', 'usd_foil': '0.17'}"
crd_a9888f3a8e1845588922ff69068e6f78,Gale,Wind Spirit,normal,2024-08-09,3,True,Amethyst,Character,"['Storyborn', 'Ally']","RECURRING GUST When this character is banished in a challenge, return this card to your hand.",[],,1.0,2.0,2.0,Common,['Amber Kommavongsa'],42,en,,561488,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.04', 'usd_foil': '0.23'}"
crd_3cc55696a89340ceb63f0ad739644c17,White Rabbit,Royal Herald,normal,2024-08-09,3,True,Amethyst,Character,"['Storyborn', 'Ally']",,[],,3.0,4.0,1.0,Common,['James C Mulligan'],43,en,"Oh me, oh my! Did a piece just fall off the Illuminary?! I've got to tell someone before it's too late, late, late!",561166,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.05', 'usd_foil': '0.11'}"
crd_68ff503b4be94f6cbf93a9b0cd097c80,Madam Mim,Elephant,normal,2024-08-09,4,True,Amethyst,Character,"['Storyborn', 'Villain', 'Sorcerer']","A LITTLE GAME When you play this character, banish her or return another chosen character of yours to your hand.
SNEAKY MOVE At the start of your turn, you may move up to 2 damage counters from this character to chosen opposing character.",[],,3.0,7.0,1.0,Super_rare,['Kenneth Anderson'],44,en,,560092,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.75', 'usd_foil': '2.99'}"
crd_5c628b6eefe64685a02ea0bd3bef7a44,Luisa Madrigal,Entertaining Muscle,normal,2024-08-09,6,False,Amethyst,Character,"['Storyborn', 'Ally', 'Madrigal']",,[],,4.0,8.0,3.0,Rare,['Samanta Erdini'],45,en,"""This is just a warm-up, folks! Wait 'til you see the big finale!""",557729,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.12', 'usd_foil': '0.34'}"
crd_2254457f8600435abc8520521283f8ff,Anna,Mystical Majesty,normal,2024-08-09,7,False,Amethyst,Character,"['Floodborn', 'Hero', 'Queen', 'Sorcerer']","Shift 4 (You may pay 4 {I} to play this on top of one of your characters named Anna.)
EXCEPTIONAL POWER When you play this character, exert all opposing characters.",['Shift'],,4.0,5.0,2.0,Rare,['Jackie Droujko'],46,en,,561952,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.19', 'usd_foil': '0.94'}"
crd_14a6c9cb57b54a889bad8a3e1f62e8ba,Archimedes,Electrified Owl,normal,2024-08-09,5,True,Amethyst,Character,"['Floodborn', 'Ally']","Shift 3 (You may pay 3 {I} to play this on top of one of your characters named Archimedes.)
Evasive (Only characters with Evasive can challenge this character.)
Challenger +3 (While challenging, this character gets +3 {S}.)","['Challenger', 'Evasive', 'Shift']",,1.0,4.0,2.0,Uncommon,['Michaela Martin'],47,en,,561193,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.04', 'usd_foil': '0.43'}"
crd_db64e740e8ef4c22b87c89fa48093cee,Elsa,The Fifth Spirit,normal,2024-08-09,5,True,Amethyst,Character,"['Dreamborn', 'Hero', 'Queen', 'Sorcerer']","Rush (This character can challenge the turn they're played.)
Evasive (Only characters with Evasive can challenge this character.)
CRYSTALLIZE When you play this character, exert chosen opposing character.","['Evasive', 'Rush']",,2.0,5.0,1.0,Super_rare,['Lisanne Koeteeuw'],48,en,,555245,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '5.09', 'usd_foil': '7.44'}"
crd_e0a935e3f8394d2b881f48d3c9c46b05,Genie,Main Attraction,normal,2024-08-09,7,False,Amethyst,Character,"['Storyborn', 'Ally']","PHENOMENAL SHOWMAN While this character is exerted, opposing characters can't ready at the start of their turn.",[],,5.0,5.0,2.0,Legendary,['Brian Kesinger'],49,en,"""Keep your eyes on me, folks! It's time for a little prestidigitation!""",561953,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '1.16', 'usd_foil': '5.36'}"
crd_bb8f3a2d154346dc8e21ef6fea46a1f0,Olaf,Happy Passenger,normal,2024-08-09,9,False,Amethyst,Character,"['Storyborn', 'Ally']","CLEAR THE PATH For each exerted character opponents have in play, you pay 1 {I} less to play this character.
Evasive (Only characters with Evasive can challenge this character.)",['Evasive'],,6.0,6.0,3.0,Rare,['Andrea Parisi'],50,en,,561489,{'core': 'legal'},"{'id': 'set_c64f092e725a4f66966f43af3aa161b6', 'code': '5', 'name': 'Shimmering Skies'}","{'usd': '0.11', 'usd_foil': '0.39'}"
